docid,local_adv
CAN1015208,-1.885106994
CAN1015537,-0.272727273
CAN1015616,0.416666667
CAN1015677,0
CAN1015749,-0.701308608
CAN1015949,1.475409836
CAN1015952,-0.84137931
CAN1016415,-0.554216867
CAN1016530,-0.68310992
CAN1017242,0.138888889
CAN1017263,-0.545454545
CAN1017428,0.843014882
CAN1017549,1.74227714
CAN1017600,-0.666666667
CAN1017687,-1.25
CAN1017751,-1.683825964
CAN1017824,-0.245152355
CAN1017913,-0.3125
CAN1018078,0
CAN1018091,1.153846154
CAN1018196,0
CAN1018226,1.33
CAN1018331,1.157894737
CAN1018385,-1.555555556
CAN1018424,0.099439776
CAN1018815,-1
CAN1018922,0.480620155
CAN1018924,-0.537634409
CAN1018978,1.212249094
CAN1019158,-0.696629213
CAN1019238,-0.009508716
CAN1019296,-2.419354839
CAN1019380,-1.598039216
CAN1019521,1.755102041
CAN1019652,2.029411765
CAN1019742,-0.444444444
CAN1019787,-0.133333333
CAN1019801,-1.428571429
CAN1019858,0.285714286
CAN1019878,-2
CAN1020150,-0.967741935
CAN1020232,-0.797601199
CAN1020391,-0.335135135
CAN1020438,-0.089552239
CAN1020520,-0.98583878
CAN1020614,0
CAN1020681,1.241081703
CAN1020795,-0.5
CAN1020870,-0.385134362
CAN1020963,-0.01971831
CAN1021022,-0.181818182
CAN1021143,-0.40982242
CAN1021165,1
CAN1021212,0.947368421
CAN1021214,1.538461538
CAN1021256,1.562876947
CAN1021481,-0.436781609
CAN1021607,-0.136363636
CAN1021720,-0.409638554
CAN1021854,0.222222222
CAN1021982,0.517241379
CAN1022070,0
CAN1022126,6.44E-16
CAN1022197,-1
CAN1022214,0.525
CAN1022508,-0.375
CAN1022584,1.653077538
CAN1022727,-1.155672823
CAN1022751,-0.162162162
CAN1022835,-0.213178295
CAN1022942,0.27027027
CAN1022999,0.666666667
CAN1023034,-1
CAN1023508,-1.071428571
CAN1023550,-0.107279693
CAN1023593,-1.314285714
CAN1023598,0.161688113
CAN1023634,-1.5
CAN1023670,0.622222222
CAN1023757,0.4
CAN1023798,-0.558823529
CAN1023804,-0.11627907
CAN1023860,-1.800749866
CAN1024065,-0.8
CAN1024112,-0.292682927
CAN1024241,0.9375
CAN1024466,0
CAN1024470,-0.5
CAN1024611,-0.111111111
CAN1024681,0.75
CAN1024728,-0.567982456
CAN1024738,-0.117647059
CAN1024796,0.24
CAN1024798,-0.25
CAN1025111,-0.157894737
CAN1025144,0.444444444
CAN1025290,-0.285714286
CAN1025394,-0.217391304
CAN1025571,0
CAN1025721,0.119047619
CAN1025811,1.216216216
CAN1025993,0.942211055
CAN1026117,-0.25
CAN1026317,-0.3
CAN1026380,-0.4
CAN1026479,-1.875
CAN1026805,-0.027272727
CAN1026908,0.384615385
CAN1026939,-1.230769231
CAN1027222,-0.206896552
CAN1027433,0
CAN1027532,-0.272727273
CAN1027657,-0.457568807
CAN1027787,0.4
CAN1028182,-1.0325
CAN1028206,-2.351190476
CAN1028440,0.284207751
CAN1028626,-0.428571429
CAN1028633,-0.715328467
CAN1028764,-1.714285714
CAN1028977,0.2
CAN1028991,1.714285714
CAN1029150,-1
CAN1029165,0.136363636
CAN1029425,1
CAN1029566,-2
CAN1029580,-1.111111111
CAN1029653,-1.05
CAN1029808,-1
CAN1029896,0.75
CAN1030004,-0.444444444
CAN1030118,-0.854700855
CAN1030169,-0.214285714
CAN1030589,-0.9375
CAN1030650,0.666666667
CAN1030842,1.954545455
CAN1031000,-0.016452074
CAN1031089,-1.323529412
CAN1031159,-1.189655172
CAN1031266,-1.5
CAN1031500,-0.666666667
CAN1031654,-1.8
CAN1031753,0.16
CAN1031870,-1.5
CAN1031881,0.392857143
CAN1032072,-1.2
CAN1032210,0.75
CAN1032350,-0.120967742
CAN1032471,0.025423729
CAN1032472,0.136363636
CAN1032987,1.65
CAN1033014,2
CAN1033015,0.354269584
CAN1033082,0.088888889
CAN1033726,0
CAN1033934,1.692307692
CAN1034377,2
CAN1034493,0.204081633
CAN1034525,-0.091428571
CAN1034721,0.162162162
CAN1034806,-1.178571429
CAN1034832,0
CAN1034982,-0.727272727
CAN1035077,-2
CAN1035086,-1.555555556
CAN1035279,-8.67E-18
CAN1035344,0.429573073
CAN1035638,-0.666666667
CAN1035678,-0.032345013
CAN1035847,-0.272727273
CAN1035879,0.375
CAN1036000,-1.6
CAN1036116,0
CAN1036176,0
CAN1036183,0.25
CAN1036229,0.696595067
CAN1037818,0.5
CAN1037890,1.466666667
CAN1037903,-2
CAN1037962,-1.5
CAN1038135,0.08988764
CAN1038175,-1.161290323
CAN1038312,-0.9375
CAN1038339,-1.888888889
CAN1038420,0.722057012
CHE1000001,1.35483871
CHE1000030,-1.957963601
CHE1000060,0.215210356
CHE1000088,0.798165138
CHE1000092,-0.852814038
CHE1000111,-0.201382332
CHE1000120,0.449068636
CHE1000134,0.676666667
CHE1000165,0.125101543
CHE1000180,-1.511450382
CHE1000181,0.295069752
CHE1000184,0.129032258
CHE1000208,0.394623709
CHE1000212,0.925343811
CHE1000256,-0.232008593
CHE1000296,0.752010724
CHE1000325,0.197301136
CHE1000340,1.05221519
CHE1000355,-0.75862069
CHE1000375,-0.168428728
CHE1000384,-0.722981366
CHE1000389,-0.311400289
CHE1000397,-0.45193061
CHE1000402,-0.351294612
CHE1000433,-1.328055077
CHE1000490,-4.147311828
CHE1000519,0.11003861
CHE1000535,1.073865944
CHE1000559,-0.878893082
CHE1000580,1.007824726
CHE1000592,-1.230769231
CHE1000616,-0.751322751
CHE1000625,0.890625
CHE1000643,0.489223328
CHE1000645,-0.705749718
CHE1000681,0.632937615
CHE1000734,-3.958455523
CHE1000782,-0.219286658
CHE1000785,0.895878457
CHE1000810,-0.226274042
CHE1000818,0.49137931
CHE1000824,0.068181818
CHE1000840,-2.241457859
CHE1000883,0.499334221
CHE1000898,0.546887313
CHE1000911,1.0617506
CHE1000913,-0.260473358
CHE1001055,-0.855040471
CHE1001084,1.030084105
CHE1001095,-0.072604066
CHE1001099,-1.59532563
CHE1001119,-0.33632287
CHE1001139,-0.676057017
CHE1001165,0.207617625
CHE1001170,0.587338804
CHE1001184,1.1925023
CHE1001187,1.412217659
CHE1001191,-0.059103908
CHE1001327,1.400346406
CHE1001328,0.638791046
CHE1001343,-0.041343797
CHE1001359,-1.855
CHE1001371,0.466101695
CHE1001380,0.085903084
CHE1001404,-0.404438434
CHE1001408,0.192438886
CHE1001421,0.467939305
CHE1001428,0.648800449
CHE1001433,-0.980169972
CHE1001436,0.101167315
CHE1001437,0.914285714
CHE1001440,-0.618446874
CHE1001443,-0.485294118
CHE1001448,0.239252815
CHE1001458,0.323651452
CHE1001472,-1.119712926
CHE1001577,-0.836884154
CHE1001580,-1.473626971
CHE1001589,-0.636008824
CHE1001599,-0.549181031
CHE1001608,0.23880597
CHE1001621,-0.963768116
CHE1001630,1.097731239
CHE1001650,0.056680162
CHE1001653,-1.819603472
CHE1001660,-1.577235772
CHE1001668,0.21564482
CHE1001679,0.091433278
CHE1001680,-1.214820869
CHE1001681,-0.089654386
CHE1001684,-1.825282533
CHE1001686,-0.770870337
CHE1001687,-0.456521739
CHE1001692,2
CHE1001696,-0.862676056
CHE1001703,-2.029680365
CHE1001721,0.746789994
CHE1001737,2
CHE1001760,1.891304348
CHE1001795,-0.278822702
CHE1001815,-1.343086361
CHE1001820,0.700120336
CHE1001821,1.17057903
CHE1001822,1.577939351
CHE1001839,-0.50931677
CHE1001840,0.358974359
CHE1001845,0.969101124
CHE1001850,-0.84710475
CHE1001853,-0.046184739
CHE1001867,-0.470503269
CHE1001883,0.093657796
CHE1001884,-1.210821328
CHE1001888,-0.101323396
CHE1001896,0.153507968
CHE1001907,1.887970283
CHE1001908,-0.52764613
CHE1001912,0.5
CHE1001913,-1.481539823
CHE1001916,-0.227732234
CHE1001917,1.311745776
CHE1001948,0
CHE1001951,0.52443609
CHE1001958,-0.074383164
CHE1001959,-0.088701818
CHE1001960,0.331717492
CHE1001976,0.542365264
CHE1001981,0.974890083
CHE1001984,0.061349693
CHE1002015,-0.950819672
CHE1002031,-1.619047619
CHE1002053,-0.274191481
CHE1002066,-0.242500334
CHE1002071,0.236600063
CHE1002073,-0.083912244
CHE1002089,-1.044496487
CHE1002097,0.143382353
CHE1002099,-1.187584345
CHE1002103,-0.497942387
CHE1002118,0.351293615
CHE1002128,1.125485123
CHE1002139,-1.204545455
CHE1002140,-0.154865284
CHE1002142,0.32478548
CHE1002144,1.618048269
CHE1002146,1.098143236
CHE1002149,0.787918296
CHE1002154,0.818721088
CHE1002156,1.658119658
CHE1002166,0.59291606
CHE1002173,0.156970362
CHE1002174,0.042806613
CHE1002387,0.464179867
CHE1002407,0.186261289
CHE1002416,0
CHE1002459,0.389134126
CHE1002487,0.850086655
CHE1002489,1.428564322
CHE1002491,0.146235788
CHE1002514,-0.899209486
CHE1002518,-0.778795812
CHE1002520,1.076923077
CHE1002554,0.264506069
CHE1002559,1.551083591
CHE1002560,0.74048913
CHE1002570,-0.635719729
CHE1002586,0.984160507
CHE1002601,-0.487804878
CHE1002619,-0.31641791
CHE1002624,0.712552865
CHE1002633,0.413937538
CHE1002689,1.223209961
CHE1002694,1.912673993
CHE1002700,0.842294141
CHE1002734,-1.03030303
CHE1002737,0.561797753
CHE1002752,0.833786232
CHE1002754,2
CHE1002762,1.195948249
CHE1002772,1.836734694
CHE1002778,0.021603808
CHE1002784,-0.056794706
CHE1002789,-0.185231023
CHE1002794,-1.44646964
CHE1002804,0.300653595
CHE1002806,1.25
CHE1002824,-0.837195615
CHE1002878,-0.596418733
CHE1002881,1.328011826
CHE1002884,1.202774108
CHE1002896,0.353095833
CHE1002910,-0.571428571
CHE1002937,1.996418979
CHE1002941,1.85915493
CHE1002944,-1.873572995
CHE1002951,0.788234208
CHE1002973,-1.846153846
CHE1002978,-0.676691729
CHE1002994,2
CHE1003032,0.974960043
CHE1003033,1.068219634
CHE1003066,-0.430173293
CHE1003067,1.995701698
CHE1003068,-4.35826102
CHE1003071,-0.83078686
CHE1003085,0.060559475
CHE1003091,0.620445702
CHE1003105,0.805050563
CHE1003119,0.328329225
CHE1003127,-0.68537859
CHE1003145,1.5
CHE1003151,-0.717948718
CHE1003153,1.46031746
CHE1003168,-1.713966203
CHE1003232,0.898006758
CHE1003236,2
CHE1003243,1.327179388
CHL1000067,-0.98585263
CHL1000074,-1.977692414
CHL1000261,-0.2244524
CHN1000051,0.068965517
CHN1000109,0.134969325
CHN1000147,0.288305799
CHN1000335,-0.112
CHN1000383,1.416918429
CHN1000513,1.187751004
CHN1000556,-0.523992322
CHN1000740,1.456123955
CHN1000788,1.097873207
CHN1000844,-1.170382604
CHN1000866,1.2
CHN1001057,1.063514377
CHN1001078,-0.074463537
CHN1001128,-0.06231281
CHN1001150,0.067164179
CHN1001269,-0.792025862
CHN1001330,-0.220025349
CHN1001344,0.280173397
CHN1001348,-0.5
CHN1001351,-0.392670157
CHN1001403,-0.573326772
CHN1001445,-0.355712603
CHN1001488,-0.210670081
CHN1001551,0.386440678
CHN1001561,0.609793254
CHN1001638,0.039873418
CHN1001761,-0.255808523
CHN1001773,0.673234811
CHN1001779,0.785602504
CHN1001810,1.620591581
CHN1001904,-0.48
CHN1001951,1.355742297
CHN1001960,0.13433584
CHN1001961,0.046998456
CHN1001979,0.884429066
CHN1002028,0.351586489
CHN1002085,0.296346414
CHN1002100,-0.224532225
CHN1002139,-1.166666667
CHN1002261,-1.295454545
CHN1002266,-0.796551724
CHN1002305,-0.348648649
CHN1002331,-0.161843292
CHN1002356,0.02096593
CHN1002378,-0.894770086
CHN1002432,-0.164263871
CHN1002441,-1.417469051
CHN1002444,1.071553229
CZE1000215,0.551692173
CZE1000268,0.199572965
CZE1000321,-0.699818857
CZE1000390,-0.236497799
CZE1000452,0.518231887
CZE1000504,-0.471655258
CZE1000526,0.607737601
DEU1000069,0.571352745
DEU1000092,0.3125
DEU1000096,-0.639705882
DEU1000128,-0.315004452
DEU1000129,0.408888889
DEU1000130,-0.476987448
DEU1000137,1.344339623
DEU1000146,1.069767442
DEU1000148,-0.302040816
DEU1000152,0.916110839
DEU1000157,0.348623853
DEU1000172,-0.292791128
DEU1000178,-0.34375
DEU1000179,0.038490709
DEU1000182,1.339937487
DEU1000183,2.7
DEU1000196,-0.888888889
DEU1000203,-0.455974843
DEU1000209,0.019364449
DEU1000243,0.035882908
DEU1000253,-0.708010041
DEU1000256,0.554873892
DEU1000264,0.430343008
DEU1000267,0.360259981
DEU1000284,0.308312129
DEU1000285,0.271782574
DEU1000286,0.056117647
DEU1000289,-0.410781303
DEU1000294,1.780821918
DEU1000295,0
DEU1000299,0.376132931
DEU1000313,0.674556213
DEU1000317,0.383867361
DEU1000319,0.35097493
DEU1000324,0.758974359
DEU1000340,-0.604561102
DEU1000342,1.728299643
DEU1000348,1.25
DEU1000365,0.139534884
DEU1000374,-0.082846004
DEU1000376,0.315789474
DEU1000383,-1.07718894
DEU1000387,0.939252336
DEU1000389,-0.00607602
DEU1000402,0.190414508
DEU1000404,0.169893677
DEU1000408,0.815920398
DEU1000423,-1.068891281
DEU1000430,-0.5
