Topic 10|1.767275225405539|director|execut|offic|board|committe|chief|chairman|chief-execut|execut-offic|appoint|remuner|independ|audit|meet|report|member|intern|senior|auditor|oper|result|account|annual|review|code|respons|execut-director|audit-committe|group|corpor|0.1177160614312963|0.057926195246690425|0.05062894699241507|0.04491191844493695|0.03886907140121198|0.03822829502525984|0.028281056334843402|0.026438009707740368|0.023756523483628767|0.013069676806731982|0.012885046325525432|0.01267543642627329|0.011630645114975047|0.010786775209695697|0.010665136304430205|0.01003304842171131|0.008753667793115332|0.008250821247241023|0.008095514430696688|0.008088998060771752|0.006350213352467712|0.006306770886301464|0.006182959857727661|0.006079784000582823|0.006067837322387105|0.006039599719379045|0.005898411704338742|0.005543269543429672|0.005196815875753851|0.00492421440056065
Topic 11|0.31016098699136396|incom|group|fair|incom-statement|trade|cash|equiti|period|estim|profit|risk|amount|asset|incom-tax|cost|tax|share|date|financi-asset|transact|receiv|impair|segment|effect|cash-flow|flow|end|trade-receiv|amend|present|0.016179777600626197|0.014802813810403133|0.012711605576735329|0.012692061574551517|0.011982258949784916|0.011026379570249422|0.010319242036689704|0.010228628935655671|0.009539258676808509|0.009146601905661028|0.00884544659928321|0.00868909458181272|0.008583379297273012|0.008319535267791561|0.008161406522849815|0.007408962438773081|0.007154890410383535|0.007055393671993223|0.006994984937970534|0.006810205280959955|0.006318051771422162|0.006034663739756898|0.005924506636539053|0.005546063685161617|0.005301763657863976|0.00524402001504817|0.004908218522980868|0.004830042514245622|0.004660365040740715|0.004642597766028159
Topic 12|0.4243100509350737|properti|shop|retail|offic|portfolio|rental|rent|leas|tenant|tax|interest|invest-properti|incom|centr|rate|cost|result|net|account|space|increas|rental-incom|shop-centr|share|area|locat|interest-rate|annual|valuat|loan|0.05971712891943278|0.025703241770770636|0.018663396703589696|0.015914703823878197|0.014338052068411338|0.01413479696258609|0.012712011221809372|0.01156846380398883|0.01082572785653396|0.010208364217345129|0.01017417176963621|0.01007159442650945|0.009942422957386864|0.009680280858285146|0.009421937920039973|0.007822491199433833|0.006876500146153718|0.006561169795060346|0.006428199165081213|0.006395906297800567|0.006067278883709282|0.005921011190732236|0.00586592335831231|0.005618977902636778|0.005410024055526711|0.005366333705676425|0.0052485597191234785|0.004899036920321187|0.004828752444475074|0.0048135558010488876
Topic 13|-0.6402180223341274|limit|share|fund|dividend|privat|committe|equiti-share|subsidiari|scheme|privat-limit|servic|equiti|relianc|growth|form|institut|debentur|march|transfer|term|account|exchang|mutual|secur|plan|develop|bank|board|end-march|member|0.04876473772963677|0.014881393950292999|0.011882884768014197|0.009367025352718166|0.008658252269708032|0.007822166059186692|0.007406973247825528|0.007360418447466954|0.007324314724739896|0.007262558356917297|0.006944275538139287|0.006739054377374958|0.006002728453336279|0.00587256503192557|0.005339560072718217|0.005253101157766579|0.004611785030378051|0.0045861323852825105|0.004391362302149699|0.004268799664471002|0.0042222448641124274|0.004215594178346917|0.004210843688514409|0.004077829973204196|0.004074979679304692|0.00391156282906643|0.003769998232057703|0.0037490960767946695|0.0037053915703355996|0.0036825892191395633
Topic 14|0.1268793548280408|board|sharehold|gener|group|director|share|remuner|articl|regul|sharehold-meet|annual|member|meet|gener-sharehold|signific|committe|relat|inform|activ|risk|execut|repres|establish|note|vote|annual-account|case|right|board-member|includ|0.014836475121061005|0.013394288564793423|0.012530757108262833|0.012444276785664777|0.010693050253054141|0.009975772283270264|0.009824431718723665|0.009507761125680785|0.008728166452848308|0.007910418696516689|0.007615368184123322|0.007162618259933498|0.006372849431501251|0.00613757208325654|0.0060167539855092555|0.0059696985158603135|0.005917555968411485|0.0057509541704652304|0.005705170470266259|0.005579265294719089|0.005449544810822005|0.005439370655222234|0.005422837652372605|0.005082003439780267|0.004967544189282839|0.004757702230037557|0.004757702230037557|0.004727179763238242|0.0046953855269889575|0.004456292870394332
Topic 15|0.9258956736188522|system|product|automot|industri|develop|sale|manufactur|technolog|materi|machin|china|solut|process|custom|textil|applic|innov|plastic|result|wire|north|compon|plant|increas|activ|produc|cabl|requir|tool|gener|0.03353136047665554|0.031049928383112636|0.017830394313345398|0.017539909207156847|0.012695208453096898|0.012574583281883007|0.012185628648172908|0.012170858219044678|0.009396479281125185|0.008872129047072965|0.008640725657397336|0.00856687351175618|0.008554564820815987|0.008468403984234636|0.008003135466695342|0.007840660746284795|0.007702803407754634|0.00762156604754936|0.007153835791822028|0.0069568967367789405|0.006439931717290836|0.006247916138623826|0.006159293563854437|0.005580785089665368|0.00534938169998974|0.00484226363325379|0.004765949749424594|0.004761026273048517|0.0046354776254585485|0.004376995115714496
Topic 16|-0.19146899757921854|account|director|act|section|date|report|balanc|inform|audit|loss|opinion|provis|period|stock|asset|materi|good|share|balanc-sheet|sheet|loan|basi|applic|charter|profit|end|charter-account|record|explan|auditor|0.022704963347237556|0.017085600085025743|0.01387083282073682|0.009471526050884284|0.008482809931977866|0.007833904984035401|0.0075411298226116565|0.0073328274946478774|0.0072310761270711005|0.007175400850472486|0.0071600421534797655|0.007093807772698656|0.006790473507092415|0.006729038719121531|0.006652245234157926|0.006537055006712518|0.006403626326588254|0.006192444242938339|0.006178045464507663|0.006105091653792238|0.005837274374981665|0.005449467275915458|0.005422589556178197|0.0053822729765723035|0.005345796071214591|0.005295880305988248|0.0052114074725282825|0.0051758904857326146|0.005089497815148559|0.005012704330184954
Topic 17|-0.7996481476609304|asset|noncurr|properti|profit|amount|properti-plant|liabil|equip|plant|leas|revenu|financ|associ|cost|interest|noncurr-asset|carri|impair-loss|incom-statement|current|carri-amount|borrow|dispos|financi-asset|relat|impair|segment|incom|trade|financ-leas|0.03406917931393108|0.023755784080114903|0.02309330655678601|0.021837770241550786|0.019623227007033502|0.018899043944662332|0.01830941323825835|0.018178288967793513|0.017869761272582125|0.016286842791872598|0.01506215924615851|0.01382119229430827|0.013278697763561583|0.011805478018927213|0.010757340876584089|0.010299691462020533|0.0102482701794853|0.01019684889695007|0.009956882911785658|0.009870323752851353|0.009852326303964022|0.00927469389681826|0.009203561122644524|0.008680778083536341|0.008330256340921183|0.007865750755352929|0.007788618831550083|0.007581219658657985|0.007542653696756561|0.0074929464569725044
Topic 18|0.25994654820493923|programm|organis|authoris|centr|share|gener|contract|amount|relat|includ|gener-meet|favour|inform|annual-gener|increas|member|share-capit|develop|countri|group|involv|annual|compar|meet|provid|net-profit|area|respons|local|transport|0.05269965527125093|0.028214933706487033|0.024839535793409674|0.019816183701058476|0.014771505142857853|0.011764473458088764|0.0105701913705209|0.009740397972015955|0.009251828027101828|0.009193664938421576|0.007811322197454226|0.007326629791785449|0.00706101835347896|0.006649999193471838|0.0063669388285612725|0.006099388620632108|0.006070307076291981|0.005953980898931475|0.005868675035533771|0.005771736554400015|0.005347146007034167|0.005242452447409712|0.0050291877889154495|0.00494582069514042|0.004912861611554943|0.004899290224196218|0.004827555748157239|0.00474806619362756|0.004724800958155458|0.004670515408720556
Topic 19|0.5860758708633402|march|share|scheme|annual|purchas|meet|employe|period|gener|annual-gener|author|member|increas|price|date|end|gener-meet|resolut|time|interest|director|account|notic|held|servic|section|contract|made|contribut|act|0.0391613571535913|0.03098893185132057|0.023881176609440675|0.01965534733748267|0.01399154153234602|0.012801440497098483|0.012410215313616859|0.012084692069345888|0.009852319362074785|0.009075841898676142|0.009035524799615058|0.008975795763969008|0.008771223816881288|0.008702535425888332|0.008606968968854652|0.008118684102448197|0.007737911500204631|0.0074258272889540225|0.007280984377512353|0.007222748567757454|0.007033108879581247|0.006801658866452805|0.006435818523120751|0.006367130132127794|0.005742961709626577|0.005680246222198224|0.005657847833830956|0.005465221693872446|0.005414452013573304|0.005411465561791002
Topic 20|3.0632704023815274|sale|increas|result|oper|cost|decreas|improv|compar|due|net|includ|lower|reduct|restructur|declin|reduc|segment|volum|higher|activ|plan|perform|impact|capit|signific|primarili|level|item|offset|implement|0.06419171520656437|0.055735604160450765|0.03769810701707731|0.03735059560422333|0.031557359709780526|0.019954339758378074|0.019462031923501596|0.01944548376098474|0.01846638414540407|0.018049922055396517|0.014654790712354818|0.014578944967485893|0.013562611986242298|0.013100642449313391|0.01288689535013733|0.012296677553702786|0.011720249892698957|0.011418245926766327|0.010851471360563997|0.010301244956878522|0.009870992731440256|0.009795146986571331|0.008952569711754729|0.00881191033036145|0.008303054332968116|0.0078010934032901385|0.007682498238586001|0.007572177155140292|0.007248108972518522|0.007010918643110247
Topic 21|-0.10524047805133845|aircraft|air|airport|airlin|passeng|oper|revenu|flight|leas|traffic|servic|cost|cargo|increas|mainten|fuel|travel|aviat|fleet|intern|transport|rout|agreement|includ|capac|plan|amount|number|ground|employe|0.03227484512425884|0.029646116572074832|0.02404006243701685|0.021849820715889392|0.01875848855694072|0.017532917864137666|0.014384582417151643|0.012797260088726937|0.012347811086893973|0.012253536418216816|0.011736121957570088|0.00992517134530654|0.008842108872596864|0.008638212496155569|0.007717390150936816|0.0074652602230793|0.00721751516353235|0.007175858914581978|0.006943460894122007|0.006838224054668435|0.00663432767822714|0.005932748748536661|0.005579766849536139|0.00515662705756657|0.00484530140751642|0.004676483977559648|0.004623865557832863|0.004549322796553249|0.0045317833233109875|0.004075757019012176
Topic 22|-0.08944598287448174|rate|currenc|interest|foreign|exchang|interest-rate|swap|net|note|contract|foreign-currenc|borrow|translat|financ|dollar|risk|exchang-rate|loan|foreign-exchang|cash|hedg|oper|rate-swap|term|forward|deriv|instrument|facil|credit|flow|0.06444756156082437|0.048782706089021466|0.0445589654324681|0.038302193133443456|0.03723870958449396|0.03076163627690669|0.021307703655645858|0.021207058524830447|0.02108404780938939|0.01716000598681969|0.017016866245215555|0.016300049257963578|0.015388651684468478|0.015217554962082281|0.01376379196141525|0.013688867252919335|0.013131964195740734|0.013098415818802264|0.013088351305720723|0.013084996468026876|0.012708136367084729|0.011724050643556277|0.011098932553269455|0.009206804093939749|0.009008868670002777|0.007946503400284561|0.007689299177089625|0.007562933623954722|0.007055234852952543|0.006937815533667899
Topic 23|-0.06861608109442241|presid|vice|vice-presid|share|corpor|director|busi|oper|board|servic|execut-vice|gener|industri|cash|chairman|incom|financ|includ|senior-vice|acquisit|end|risk|financi-statement|mainten|sharehold|develop|execut|annual|report|statement|0.04745243824500713|0.03413955048590718|0.028421617984551912|0.023372162400462086|0.02302848217746121|0.014508234011637238|0.014359054134620373|0.013199605470210818|0.013065532416183002|0.012466924555241912|0.009562637835597129|0.009143423497651001|0.008559922459698962|0.007810246368867376|0.00770638696081766|0.007285284269997902|0.006782982405612003|0.005855801144659085|0.005802927264197411|0.005678295974537752|0.005500790804416419|0.005385601279124916|0.00514011540555286|0.005019260821640463|0.005007930704398676|0.004970163646926052|0.004900294590601698|0.004900294590601698|0.004868192591749968|0.0048002118882992445
Topic 24|-0.6067857478929135|incom|net|cash|tax|statement|expens|sale|net-incom|financi-statement|incom-tax|oper|equip|liabil|asset|note|current|properti-plant|equival|longterm|cash-flow|depreci|properti|flow|inventori|cost|plant|increas|capit|activ|cash-equival|0.07680860773757865|0.04381147820174273|0.037115703707014176|0.03237743396661345|0.02973124036457582|0.025221402721445015|0.021252112318388566|0.01766504988007089|0.017605114725836705|0.017020464259061723|0.016034361344114366|0.015886219736478926|0.015519823699273714|0.014807386960263583|0.012917733323936708|0.012420158458596299|0.009959424579094638|0.009836161714726217|0.00959868280172284|0.00957380405845582|0.009547794463222117|0.009172351610283444|0.00903891107821488|0.008945050364980212|0.008641982037909234|0.008630673518242407|0.00837283926983874|0.008219043402369886|0.008206604030736376|0.007889965480065207
Topic 25|1.613642753430256|asset|liabil|risk|current|rate|cash|noncurr|relat|flow|loan|cash-flow|net|provis|payabl|cost|hedg|effect|parti|transact|exchang|chang|amend|financi-liabil|trade|deriv|exchang-rate|tabl|benefit|parent|account|0.020083909349013454|0.015777246008777324|0.013146190590534668|0.012862806163075726|0.012743212734973787|0.012700315092285048|0.00992496760318027|0.009690980461241694|0.008244159966921497|0.0077189888261260265|0.007679990969136264|0.007280912899274359|0.007023527043141925|0.00690003382934101|0.006676446115933037|0.006282567760336434|0.006216271403453837|0.0061551747608365424|0.006139575618040637|0.005726198333949153|0.0055533078346278715|0.005453213335020814|0.005392116692403519|0.0051282311934394585|0.005000838193939566|0.004991738693975289|0.0049761395511793835|0.004972239765480407|0.004870845337307025|0.004816248337521357
Topic 26|0.4184301997494091|ventur|joint|joint-ventur|interest|asset|associ|develop|receiv|includ|net|amount|loan|limit|account|share|sale|secur|liabil|loss|corpor|gener|project|contract|control|advanc|transfer|agreement|jointli|capit|govern|0.12630935955392433|0.12581883786172166|0.10856009405062907|0.022766421380421384|0.01771833406260733|0.014777585082654332|0.014737105137181296|0.013641765436146171|0.012115433374486357|0.011846360795753815|0.011824930236385736|0.01162967402880991|0.011096291217871066|0.011062954792187388|0.009558053289895653|0.009479474572212699|0.008905611815800818|0.008653207449910116|0.008334130232652058|0.008334130232652058|0.007874563792869929|0.007474526684665797|0.0070482966705673455|0.006941143873726953|0.006662546601941932|0.006500626820049784|0.0055100587425919315|0.005262416723227469|0.005155263926387077|0.005057635822599163
Topic 27|-0.08315032324584073|group|cash|tax|hedg|statement|pension|rate|interest|increas|provis|share|currenc|result|due|effect|price|cash-flow|flow|risk|posit|incom|earn|financi-instrument|liabil|equiti|expect|measur|instrument|primarili|futur|0.018757031098899556|0.016404363621754202|0.015819289112453595|0.01519834322731849|0.014847051132939267|0.014535341246377422|0.014287952447518813|0.014216209695849817|0.013168518132683615|0.012547572247548511|0.012512937815708306|0.012228440697020908|0.012175252105266307|0.0119278633064077|0.011613679531857268|0.010024206499190716|0.009943805139561668|0.00990793376372717|0.009726102996566094|0.009295646486552116|0.009222666790888828|0.008593062297793672|0.008313512955083445|0.008035200556367512|0.007946140588778414|0.007921401708892552|0.007873160893115124|0.007148311712459404|0.006803204338051647|0.006601582466981882
Topic 28|-1.147550774999119|share|dividend|sharehold|profit|tax|busi|plan|period|net|director|execut|rate|benefit|paid|employe|interest|review|oper-profit|oper|item|earn|improv|cost|report|committe|foster|result|increas|trade|sale|0.038172516155362574|0.026381206159494495|0.021510230984270785|0.018748551732061604|0.017715803564290557|0.016049113998892195|0.015313741977644508|0.014956429553527292|0.01391907090286441|0.011228854135478672|0.010186885001923955|0.010184579760478037|0.00987567740672509|0.009684342366713937|0.009509144016824206|0.009303977528137547|0.009061927176316209|0.008605489370024541|0.008349607569527696|0.008280450326150171|0.007402153335255598|0.0070033465651118685|0.006756685730398694|0.006666781314007911|0.0063624894431467995|0.0063325213043498715|0.0059521564657734815|0.005620201697561359|0.005454224313455299|0.0053205203095920825
Topic 29|1.5769378175230175|stockhold|incom|note|account|subsidiari|amount|net|stock|corpor|parent|statement|peso|equiti|stockhold-equiti|share|effect|rate|tax|interest|cost|loss|financi-statement|net-incom|capit-stock|amort|exchang|common|incom-tax|hold|agreement|0.02064265321602131|0.015060191228363398|0.013372972493486566|0.01327697142749073|0.013180970361494893|0.011707353998458798|0.010550541153208965|0.009792132731841855|0.009564130200101741|0.0088825226315313|0.008620919726692645|0.00812411421016419|0.00801131295761908|0.007908111811673557|0.007821710852277303|0.007248104482952178|0.007207304029903948|0.007080102617459464|0.007003301764662795|0.006775299232922682|0.0065520967544823614|0.00654729670118257|0.00648249598163538|0.006201692863597557|0.0060240908915052595|0.0059736903318574446|0.005803288439714834|0.005762487986666604|0.0054264842556811755|0.005253682336888669
Topic 30|1.1930930891574332|report|share|liabil|asset|right|risk|vote|system|cash|receiv|capit|section|equiti|financi-liabil|corpor|vote-right|profit|instrument|date|price|noncurr|amount|crisi|manag-report|interest|measur|amend|incom|purchas|trade|0.01086752518965827|0.01047323411520614|0.009863681427134199|0.009579152462597123|0.009307411316690925|0.008601949988887386|0.0075586771189181026|0.007186764727070014|0.007180370817754573|0.007120694330810467|0.00678821104640759|0.006621969404206152|0.005921836334165479|0.0059090485155345995|0.0055691056702637095|0.005377288390800512|0.00520358718773106|0.005191865020652753|0.004974472103927796|0.004917992571641409|0.00490520475301053|0.004681417926970132|0.004638791864867199|0.004460828055587454|0.004379838537591881|0.004362788112750708|0.004351065945672402|0.004297783368043736|0.00427327338233455|0.004248763396625363
Topic 31|-0.4549015430753682|wind|energi|farm|turbin|wind-farm|project|develop|wind-power|power|system|tax|wind-turbin|asset|oper|account|renew|sale|group|gener|increas|order|includ|wind-energi|instal|contract|equiti|cost|director|servic|net|0.05609296587225771|0.020455705507506174|0.019774098207469643|0.01667893063189392|0.014231848685861127|0.013576313796208507|0.011669303208128158|0.010686000873649227|0.009926176342460962|0.008186774106848612|0.008127180025971101|0.00737852938494737|0.007371080124837681|0.007270515113356881|0.007244442702972971|0.0070805589805598155|0.006834733396940083|0.006469719651565328|0.005911025143338663|0.005680098079938308|0.005601880848786576|0.005382127675550754|0.005087881901218044|0.004938896699024266|0.004778737606665956|0.004748940566227201|0.004629752404472179|0.004614853884252801|0.0045515351733204455|0.004544085913210757
Topic 32|-1.0804424210886554|mill|paper|forest|product|oper|pulp|price|wood|tonn|cost|newsprint|loss|lumber|timber|earn|fibr|environment|includ|board|plan|produc|annual|debt|cash|capac|plant|continu|north|log|harvest|0.023562850821492783|0.023371188726644673|0.019363708561638708|0.015289437060549312|0.014339838499710943|0.013549958351245998|0.012809445712060115|0.011456195163587085|0.008317002367665747|0.007248340990330824|0.0068446890026961655|0.006783705608880857|0.0065339640913515|0.005961881777941228|0.005625021126390002|0.005520478165563759|0.0052242731098894055|0.0050790745531862904|0.004930972025349114|0.004928068054215052|0.00491354819854474|0.004861276718131619|0.004846756862461307|0.004547647835652891|0.004414065163486026|0.00435598574080478|0.004350177798536655|0.004312426173793845|0.004236922924308226|0.004167227617090731
Topic 33|0.3763175650976168|build|limit|review|report|earn|director|distribut|statement|execut|challeng|board|panel|product|audit|contact|chief|group|inform|corpor|chief-execut|govern|share|busi|disclosur|build-product|financi-review|investor|interest|end|oper|0.027458097475132108|0.020325455978958535|0.015259362202336473|0.015028292520614469|0.013532879297394704|0.012307774003736527|0.009543657433703494|0.009500059380548398|0.009482620159286359|0.009347466194505565|0.008322911945360827|0.007952328493542517|0.007682020563980927|0.00693213404971329|0.006823138916825552|0.006818779111510043|0.006548471181948452|0.0065048731287933575|0.006487433907531319|0.0063871583852746|0.006330480916172976|0.0060383739600338385|0.005981696490932215|0.005894500384622025|0.00548903849027964|0.005471599269017601|0.005401842383969449|0.005388762968022921|0.00521001095008703|0.0051794923128784635
Topic 34|2.3972525047928017|share|incom|net|impact|asset|commit|provis|debt|record|oper|end|acquisit|rate|cash|note|tax|expens|net-incom|scope|countri|chang|exclud|account|number|oper-incom|purchas|goodwil|correspond|gross|free|0.018335479643706718|0.015374229683774656|0.0144082820886442|0.014369158512863776|0.012626135757404903|0.009905023607435441|0.009762020192513893|0.00945038067509052|0.008944472367585042|0.00884733797254399|0.008794723508563421|0.00862743649488161|0.00850197123462025|0.008330636954478396|0.008068913723395563|0.007255413164926755|0.007197402345666126|0.007108362483545162|0.006370410898997173|0.005958938808892718|0.00571070646601003|0.0054597759454873135|0.005378830616286437|0.0052951871094455314|0.004992991213762259|0.004945773105061748|0.004936329483321646|0.0048783186640610175|0.004511366505017045|0.004458752041036475
Topic 35|-1.232608509034988|share|ordinari|ordinari-share|option|share-option|issu|group|exercis|date|dividend|number|share-capit|capit|cash|exchang|director|prefer|reserv|sharehold|grant|prefer-share|paid|profit|price|limit|averag|held|term|transact|vote|0.17218063753874202|0.06507298497021838|0.050103683751417286|0.04271462770817385|0.027614725462369365|0.02521678289439988|0.01733090438760747|0.015883521871848237|0.013427684003248381|0.013399409554103318|0.01119938813014928|0.00882029519494317|0.008400217664787931|0.008346361571178285|0.007957251294848594|0.007939748064425458|0.007818571853803755|0.007817225451463513|0.006964952770090867|0.006870704606273986|0.006497751158027188|0.00613691533084256|0.005496027816887773|0.005419282883494027|0.005110956747578804|0.0050018981580192716|0.004791859392941652|0.004779741771879482|0.004777048967199|0.0047541601274149
