relev,5177
materi,5925
misstat,4476
fraud,2314
error,2695
select,5043
appli,5818
make,5857
reason,5723
circumst,4883
respons-includ,954
includ-design,419
design-implement,400
maintain-intern,479
intern-control,3995
control-relev,516
materi-misstat,4098
error-select,306
make-account,403
account-estim,2051
auditor-respons,667
opinion,5594
statement-base,2759
conduct,5692
audit-standard,3298
intern-standard,1960
requir,5960
compli,4987
ethic,3174
plan,5960
assur,5257
standard-requir,3728
ethic-requir,491
obtain-reason,3247
reason-assur,4509
involv,5555
evid,5230
disclosur,5532
audit-involv,687
involv-perform,590
perform-procedur,802
obtain-audit,613
audit-evid,653
depend,5125
judgment,2159
assess,5687
risk,5818
procedur-select,536
select-depend,539
auditor-judgment,270
judgment-includ,347
consid,5520
risk-assess,1907
auditor-consid,463
consid-intern,448
design-audit,565
audit-procedur,1670
evalu,5595
appropri,4668
made,5964
includ-evalu,621
estim-made,3915
suffici,4702
basi,5945
audit-opinion,1614
fairli,2876
respect,5881
statement-present,2938
present-fairli,1770
materi-respect,1895
financi-posit,5384
financi-perform,2843
regulatori,3618
articl,4423
paragraph,2709
content,4246
regulatori-requir,1619
director-includ,1271
accompani-financi,1073
basic,5363
dilut,4878
weight,5364
averag,5924
dilut-weight,456
weight-averag,4963
averag-number,5162
differ,5884
split,2602
share-number,1086
current,5959
tangibl,3919
intang,5072
associ,5298
defer,5828
long,5219
term,5933
inventori,4900
short,4898
equival,5625
liabil,5927
premium,5161
treasuri,4628
reserv,5802
foreign,5860
currenc,5824
translat,5650
retain,5634
interest,5966
loan,5834
retir,5312
indemn,2096
financ,5949
leas,5730
oblig,5629
portion,5056
payabl,5839
shortterm,5338
note-asset,299
current-asset,5308
asset-tangibl,1404
tangibl-fix,1733
fix-asset,4513
asset-intang,2484
financi-asset,4111
asset-defer,2322
defer-tax,5283
tax-asset,4998
long-term,4009
term-receiv,197
receiv-current,865
asset-inventori,2149
inventori-trade,1504
short-term,3223
receiv-cash,1875
cash-equival,4698
equival-total,1239
total-asset,5422
asset-equiti,1451
liabil-share,293
share-capit,4845
capit-share,1973
share-premium,2630
premium-treasuri,111
treasuri-share,2097
reserv-foreign,248
foreign-currenc,5645
currenc-translat,3547
retain-earn,4324
earn-equiti,229
minor-interest,4441
interest-total,2054
total-equiti,2541
current-liabil,4732
liabil-long,158
term-loan,1495
retir-indemn,165
provis-defer,757
tax-liabil,4823
term-liabil,353
liabil-financ,187
financ-leas,3429
leas-oblig,1336
oblig-current,149
liabil-trade,1707
term-debt,737
current-portion,1863
debt-current,341
current-incom,1595
incom-tax,5447
tax-payabl,3048
payabl-shortterm,313
shortterm-provis,313
provis-total,1586
total-current,3129
liabil-total,3948
total-liabil,4197
deposit,5456
grand,1419
group-share,2729
legal-reserv,2085
grand-total,364
adjust,5903
open,5437
method,5869
open-balanc,2030
equiti-method,4130
entiti,4778
valuat,5344
deriv,5436
stock,5875
option,5540
compound,1958
instrument,5601
holder,4408
directli,5616
transfer,5844
subsidiari-share,524
capit-increas,2569
period-result,278
stock-option,2728
option-reserv,232
compound-financi,145
financi-instrument,4944
reserv-share,744
share-holder,271
option-dividend,155
dividend-net,586
net-amount,1935
equiti-transfer,167
reserv-translat,316
translat-differ,2575
differ-balanc,380
share-translat,135
payment,5920
payment-dividend,186
dividend-transfer,331
activ,5974
item,5834
util,3797
creation,3660
depreci,5876
amort,3259
unreal,2399
exchang,5964
loss,5940
paid,5909
inflow,2899
purchas,5935
proce,4901
longterm,5669
outflow,3617
repay,5194
oper-activ,5295
activ-oper,607
oper-profit,3724
tax-adjust,1312
involv-cash,186
provis-depreci,129
unreal-exchang,271
exchang-loss,1992
loss-net,1677
net-result,1215
invest-activ,5151
option-interest,239
interest-incom,4547
incom-interest,2819
interest-expens,4587
expens-cash,284
work-capit,4249
inventori-increas,792
receiv-increas,984
liabil-interest,728
interest-paid,3200
paid-incom,844
tax-paid,3629
paid-cash,1038
cash-inflow,2262
activ-cash,2849
activ-purchas,989
tangibl-asset,2449
asset-purchas,1240
invest-proce,516
asset-longterm,688
longterm-receiv,944
receiv-dividend,1348
dividend-receiv,3129
receiv-interest,1638
interest-receiv,3138
cash-outflow,2203
financ-activ,5032
activ-repay,186
share-cash,578
loan-loan,725
loan-repay,1122
dividend-paid,4352
sharehold-dividend,631
interest-sharehold,483
sharehold-cash,126
activ-net,3328
equival-cash,3125
distinct,2609
titl,2533
busi,5975
republ,2952
gener-inform,1336
busi-entiti,232
establish-base,189
stock-exchang,5154
group-includ,1962
regist,5369
offic,5892
regist-offic,3017
biggest,1861
supplier,4845
transact-process,191
process-system,414
financi-servic,2313
servic-worldwid,147
give,5331
competit,5337
advantag,4520
competit-advantag,1850
busi-offic,113
domin,2265
hold,5859
signific-posit,269
attach,3494
histor,5320
measur,5697
case,5529
assumpt,4730
concern,4899
histor-cost,3658
cost-basi,1406
signific-amount,817
valu,5784
round,2535
nearest,1285
complianc,5116
council,3674
book,5555
record,5886
unifi,1075
chart,1862
draft,1924
account-book,125
corpor-law,859
tax-regul,911
annual-financi,2397
applic,5763
foreign-subsidiari,3017
applic-law,1520
respect-countri,761
statement-group,289
group-entiti,1118
entiti-financi,198
compulsori,1415
earli,4868
affect,5605
adopt-earli,153
segment,5538
replac,4802
return,5671
analysi,5145
oper-segment,1812
segment-report,2301
risk-analysi,687
repres,5907
econom,5757
frequent,2535
review,5679
classif,3429
segment-repres,242
econom-entiti,236
amend,4479
borrow,4991
lay,1769
construct,5387
default,2797
consider,5512
alloc,5290
borrow-cost,2360
acquisit-construct,723
consider-time,152
time-period,818
suspend,1456
clarifi,1625
employe,5948
subsidiari-receiv,370
receiv-share,426
type,4978
particip,5362
secur,5946
settlement,4442
cash-settlement,396
significantli-affect,1040
convent,3462
retent,2112
financ-oper,542
public-sector,1244
loyalti,2379
programm,3354
good,5658
sold,5563
combin,5431
scheme,4206
bonu,3911
claim,4308
custom-loyalti,1230
loyalti-programm,573
transact-includ,868
transact-base,146
program,4111
loyalti-program,349
limit,5824
defin,5433
benefit,5890
minimum,5101
guidanc,2779
calcul,5770
goodwil,5126
identifi,5238
defin-benefit,3369
benefit-asset,830
asset-minimum,591
minimum-fund,910
fund-requir,1480
predetermin,1356
arrang,4757
polici-basi,260
statement-compris,967
consist-account,276
bring,4745
line,5740
dissimilar,164
intercompani,3424
elimin,5517
full,5635
intercompani-balanc,833
includ-unreal,156
unreal-profit,463
profit-aris,421
recov,4062
unreal-loss,945
ceas,3273
statement-includ,3366
locat,5378
present-currenc,1021
initi,5668
rule,5270
initi-record,972
function-currenc,2429
currenc-rate,701
rate-rule,1089
monetari,4473
denomin,4733
monetari-asset,2682
liabil-denomin,2223
exchang-rule,679
sheet-date,4597
except,4663
hedg,5211
result-differ,310
currenc-borrow,509
net-invest,2953
foreign-entiti,1063
dispos,5663
recogn,3419
charg,5857
attribut,5395
dealt,2441
tax-charg,2008
exchang-differ,3005
nonmonetari,2042
nonmonetari-item,778
exchang-rate,5659
initi-transact,136
determin,5820
item-measur,156
oversea,3053
oversea-subsidiari,914
report-date,2408
averag-exchang,2719
separ,5475
compon,5184
result-exchang,701
differ-aris,3426
separ-compon,1153
cumul,3798
cumul-amount,589
amount-recogn,885
equiti-relat,330
foreign-oper,2146
properti,5694
plant,5170
equip,5891
accumul,5466
impair,4724
properti-plant,3578
equip-properti,1197
accumul-depreci,4464
straightlin,4728
life,5651
build,5904
parti,5602
comput,4857
hardwar,1691
motor,2590
vehicl,4256
truck,1162
durat,2821
annum,2767
straightlin-basi,3652
properti-equip,148
equip-comput,330
comput-hardwar,436
motor-vehicl,1418
carri,5897
event,5673
recover,4301
carri-valu,1593
exceed,5428
unit,5850
written,4829
indic-exist,960
valu-exceed,141
estim-recover,763
recover-amount,3191
greater,5053
sell,5583
price,5951
net-sell,832
sell-price,2692
futur,5940
discount,5391
aftertax,726
reflect,5714
estim-futur,2455
futur-cash,3467
discount-rate,3768
reflect-current,1020
money,4085
specif,5643
market-assess,951
risk-specif,1079
belong,2749
gener-larg,202
larg-independ,714
independ-cash,315
asset-belong,791
derecogn,541
futur-econom,2135
econom-benefit,2871
gain,5901
derecognit,916
loss-aris,2851
asset-calcul,250
net-dispos,445
dispos-proce,556
carri-amount,4077
softwar,4214
disclos,4718
straight,2200
lower,5837
oper-leas,4389
group-balanc,1278
acquisit-cost,3557
straight-line,1778
line-method,709
renew,4418
respect-contract,189
contract-renew,174
asset-remain,303
remain-net,163
net-book,2782
incur,5587
cost-borrow,521
excess,5254
conting,5400
goodwil-goodwil,1364
initi-measur,1132
busi-combin,2768
acquir-interest,320
net-fair,1060
identifi-asset,2141
asset-liabil,3808
conting-liabil,4413
treat,4053
close,5714
goodwil-aris,1970
liabil-aris,1708
close-rate,1368
occur,4868
group-made,818
time-adopt,274
transit-date,492
previou,5708
ga,2797
prior,5494
deduct,5331
combin-prior,140
result-goodwil,118
past,5386
group-base,719
past-busi,158
group-adjust,258
deem,3904
equal,5387
deem-cost,392
separ-financi,1762
test,5595
recognit,5177
initi-recognit,2010
recognit-goodwil,224
accumul-impair,1376
impair-loss,3282
combin-goodwil,148
impair-annual,810
synergi,3124
acquisit-date,2080
goodwil-acquir,698
unit-expect,139
goodwil-relat,1219
form,5741
form-part,2507
cash-gener,2553
gener-unit,1548
oper-dispos,160
rel,3569
goodwil-dispos,107
intang-asset,4693
asset-acquir,3385
fair-valu,3518
recognit-intang,134
accumul-amort,1184
live,5352
finit,991
indefinit,2098
platform,3539
right,5499
softwar-platform,120
central-oper,117
softwar-licens,441
apport,931
center,3337
finit-life,183
life-intang,136
relat-cost,1259
develop-cost,2894
intern-gener,867
unit-level,385
revis,4587
assess-annual,205
prospect-basi,278
cost-research,469
research-cost,538
forward,5692
regard,4676
develop-expenditur,1244
expenditur-incur,940
individu-project,377
carri-forward,3519
model,4800
cost-model,257
expect-futur,2393
futur-sale,568
relat-project,156
impair-aris,103
subsidiari-associ,871
ventur-invest,298
initi-recogn,596
acquisit-relat,259
classifi,4786
invest-classifi,319
sale-invest,373
accumul-gain,190
matur,5525
held,5884
determin-payment,821
fix-matur,738
posit-intent,434
intend,5102
undefin,100
categori,4874
invest-intend,104
bond,4923
monetari-item,1179
subsequ-measur,1257
amort-cost,1421
effect-interest,2865
interest-method,1917
take,5461
calcul-take,344
invest-carri,389
cost-gain,254
activ-trade,417
organ-market,161
market-fair,191
quot,3813
substanti,5461
similar,5200
underli,4619
quot-market,1480
market-price,4611
price-fair,132
current-market,2584
substanti-similar,114
estim-base,1061
expect-cash,951
underli-net,504
net-asset,4852
asset-base,886
realiz,3159
inventori-inventori,1690
net-realiz,1653
cost-incur,3482
present-locat,454
averag-price,2190
price-method,192
ordinari,5205
estim-sell,1174
estim-cost,1721
origin,5275
invoic,2920
allow,5565
uncollect,1211
receiv-trade,1891
trade-receiv,3072
origin-invoic,305
invoic-amount,405
uncollect-amount,288
doubt,4041
collect,5064
longer,4745
probabl,4190
doubt-debt,1529
full-amount,905
longer-probabl,769
bad,2962
action,4947
exhaust,1133
bad-debt,2329
legal-action,829
nomin,4845
nomin-amount,1643
cash-receiv,774
constitut,3878
receipt,3645
prevail,4275
issuer,2148
financ-transact,525
prevail-interest,229
interest-rate,5549
similar-instrument,534
similar-credit,273
credit-rate,2398
interest-revenu,428
instrument-recognit,1242
bank,5921
month,5832
sheet-compris,200
compris-cash,1446
shortterm-deposit,917
origin-matur,1303
outstand,5734
overdraft,3066
statement-cash,824
equival-consist,626
outstand-bank,301
bank-overdraft,2067
bear,4382
issu,5946
interest-bear,1439
bear-loan,355
consider-receiv,1287
receiv-net,2142
issu-cost,894
net-profit,3788
close-exchang,438
embodi,1330
settl,4185
reliabl,4681
liabil-provis,1689
present-oblig,1238
oblig-legal,453
past-event,2283
resourc-embodi,620
embodi-econom,624
reliabl-estim,2041
reimburs,2605
insur,5410
virtual,2676
group-expect,1126
insur-contract,901
separ-asset,648
expens-relat,2392
statement-net,584
pretax,2899
materi-provis,442
pretax-rate,538
passag,842
provis-due,417
remot,1559
conting-asset,1734
winner,994
statement-date,150
cost-payment,105
provis-amount,626
amount-aris,333
report-period,2533
period-profit,201
loss-account,1923
lesse,2096
incident,1451
ownership,5296
incept,2463
lesse-financ,102
group-substanti,238
benefit-incident,194
leas-item,338
leas-properti,1140
minimum-leas,2661
leas-payment,3746
reduct,5478
financ-charg,1473
leas-liabil,1316
constant-rate,617
remain-balanc,1027
shorter,2533
capit-leas,727
leas-asset,2607
leas-term,2311
lessor,2304
lessor-retain,223
retain-substanti,427
contract-period,519
cancel,3764
minimum-futur,244
futur-leas,881
share-treasuri,373
share-repres,1719
repres-share,284
issuanc,3009
acquisit-dispos,626
relat-gain,131
recogn-directli,791
buy,3790
share-base,1326
base-payment,671
payment-requir,292
group-buy,120
main,5314
impact,5557
incent,4219
main-impact,164
director-share,430
share-option,2435
base-incent,175
detail,5443
scheme-offer,111
mandatori,2620
account-period,1983
period-begin,1304
vest,3372
transit-provis,716
equiti-settl,341
award-grant,492
statement-note,1362
benefit-oblig,2641
benefit-base,499
work-life,457
actuari,4027
actuari-assumpt,1960
determin-base,2045
actuari-valuat,1549
valuat-method,1344
project-unit,2126
unit-credit,1966
credit-method,1910
pension,4898
net-expens,634
staff-cost,1114
benefit-earn,294
interest-cost,2684
benefit-liabil,666
past-servic,1880
servic-cost,2959
cost-actuari,517
actuari-gain,2518
loss-recogn,756
addit-pension,289
pension-cost,1864
line-basi,1352
averag-period,683
unrecogn,1299
unrecogn-actuari,702
remain-work,671
activ-employe,400
net-annual,123
annual-pension,259
futur-estim,164
estim-liabil,454
cover,5717
medic,2872
state-insur,372
insur-program,302
privat-sector,1044
medic-benefit,322
percentag,5412
monthli,4133
salari,5206
monthli-salari,369
total-contribut,325
construct-oblig,1409
futur-benefit,1164
revenu-recognit,2272
recognit-revenu,818
relat-amount,285
reliabl-measur,1091
criteria,4529
met,4351
commun,5459
specif-recognit,109
recognit-criteria,579
categori-includ,518
hardwar-softwar,150
technic-support,677
comput-system,744
commun-system,529
system-instal,237
instal-servic,142
direct,5655
direct-sale,583
buyer,2460
signific-benefit,252
risk-aris,2606
gross,5385
moment,1395
incom-recognit,237
advertis,3085
promot,4972
group-undertak,483
sale-promot,477
risk-manag,4541
size,4351
contractu,4174
render,3255
paramet,2533
group-revenu,1253
market-size,218
servic-render,1798
pay,5424
amount-calcul,560
total-amount,3327
amount-receiv,1911
inform-system,2398
framework,4043
tax-current,936
defer-incom,3778
calcul-base,2085
entiti-includ,1066
tax-law,2056
subsidiari-oper,810
author,5651
enact,2957
tax-return,1143
addit-tax,753
tax-aris,625
audit-perform,280
tax-author,1980
tax-base,2649
substanti-enact,544
enact-tax,644
tax-rate,5061
liabil-method,2493
temporari-differ,4008
report-purpos,1406
taxabl,4507
revers,4809
forese,3115
taxabl-temporari,868
goodwil-amort,688
transact-affect,799
account-profit,950
taxabl-profit,2278
forese-futur,2216
carryforward,2027
unus,2425
extent,5086
deduct-temporari,1146
unus-tax,1033
tax-loss,3672
asset-relat,1584
reduc,5807
suffici-taxabl,716
substant,1555
settl-base,433
substant-enact,1265
undistribut,883
branch,3111
undistribut-profit,246
intercompani-profit,669
relev-transact,175
transact-elimin,238
tax-relat,1418
item-recogn,304
taxat,3965
revenu-expens,1016
recogn-net,234
sale-tax,1002
tax-incur,134
taxat-author,619
expens-item,1013
tax-includ,1164
tax-recover,368
divid,4699
exclud,5419
basic-earn,2964
divid-net,748
profit-attribut,1789
equiti-holder,1121
ordinari-share,3375
share-outstand,3249
dilut-earn,3534
outstand-adjust,115
option-right,911
right-outstand,125
financi-liabil,3224
sheet-includ,711
includ-cash,2089
equival-receiv,276
deriv-financi,3412
substanc,2318
equiti-item,344
relat-contract,252
character,1482
interest-dividend,642
deduct-directli,246
enforc,2126
realis,3278
simultan,2575
legal-enforc,886
recogn-amount,278
net-basi,892
liabil-simultan,291
swap,4159
fluctuat,4784
forward-currenc,809
currenc-contract,905
rate-swap,3337
currenc-fluctuat,1014
enter,5692
remeasur,1552
deriv-contract,1616
subsequ-remeasur,586
neg,4543
qualifi,4521
hedg-account,2749
verifi,2203
financi-institut,4016
exposur,4804
recognis,3471
variabl,4114
forecast,4233
account-hedg,218
recognis-asset,617
liabil-cash,792
flow-hedg,2231
hedg-exposur,416
forecast-transact,1201
firm,4412
currenc-risk,2858
firm-commit,1052
relationship,4909
formal,3483
document,4443
wish,2081
object,5375
strategi,5421
hedg-relationship,1203
group-formal,144
formal-design,245
group-wish,131
appli-hedg,472
manag-object,1043
identif,3191
natur,5479
document-includ,375
includ-identif,121
hedg-instrument,2761
hedg-item,2221
instrument-effect,245
item-fair,130
flow-attribut,372
hedg-risk,1170
highli,4929
highli-effect,1020
achiev-offset,109
ongo-basi,2103
strict,2316
strict-criteria,189
group-exposur,1168
affect-profit,673
loss-attribut,818
amortis,3278
hedg-relat,322
item-carri,137
amortis-cost,1660
remain-term,1080
hedg-financi,464
chang,5906
loss-recognis,1258
expir,4260
revok,957
group-discontinu,102
instrument-expir,597
sold-termin,424
longer-meet,484
hedg-cash,597
highli-probabl,1121
probabl-forecast,569
ineffect,1831
effect-portion,1221
recognis-directli,1457
ineffect-portion,1269
hedg-transact,2425
financi-incom,2258
forecast-sale,306
nonfinanci,1804
nonfinanci-asset,926
initi-carri,348
previous,5099
longer-expect,790
amount-previous,500
previous-recognis,968
rollov,336
equiti-remain,168
transact-occur,947
relat-transact,463
effect-hedg,959
group-polici,1954
market-risk,2523
rate-relat,462
term-borrow,633
partial,3688
conjunct,2936
chanc,1199
partial-hedg,252
rate-risk,3979
manag-assess,634
histor-low,339
low-interest,647
fund-cost,343
low-level,1305
foreign-exchang,4768
exchang-risk,2225
group-sell,230
currenc-includ,253
expos,3791
movement,4520
currenc-exchang,1980
report-currenc,1011
relat-risk,581
chang-risk,123
open-posit,394
decid,4570
spot,2096
hedg-foreign,796
forward-rate,1125
spot-rate,607
till,703
concentr,4587
dispers,612
fact,4249
credit-risk,3841
signific-credit,226
risk-concentr,321
credit-limit,920
sign-contract,219
maximum,5247
aggreg,4484
maximum-exposur,1056
risk-amount,199
approxim,5421
valu-due,264
term-natur,183
variabl-interest,1251
liquid,5473
prudent,2345
impli,1870
avail,3436
adequ,4272
liquid-risk,2706
risk-prudent,104
prudent-liquid,199
manag-impli,138
impli-maintain,135
maintain-suffici,487
suffici-cash,539
market-secur,2003
adequ-amount,240
commit-credit,629
market-posit,2362
dynam,3022
dynam-natur,147
underli-busi,385
busi-group,624
flexibl,4013
keep,2742
maintain-flexibl,186
credit-line,1714
pass,4074
contractu-right,522
format,3527
geograph,4951
area,5708
group-report,1312
report-format,457
geograph-area,2185
area-base,190
oper-locat,217
strong-intern,319
intern-presenc,486
manag-separ,266
technic-infrastructur,140
margin,5110
tabl,4790
gross-margin,1425
financi-inform,3524
net-turnov,227
gross-profit,2248
total-adjust,407
figur,5059
compar-figur,1506
social,4783
cost-salari,211
salari-social,1235
social-secur,2929
secur-contribut,1141
cost-total,1705
oper-expens,4001
group-cost,577
sale-sell,355
sell-expens,1128
expens-total,2515
analyz,1751
amort-depreci,327
asset-note,1506
elimin-total,386
cost-recogn,356
statement-amount,468
rate-applic,1820
gradual,2668
corpor-tax,2345
gradual-reduc,158
rate-decreas,289
rate-reduc,150
tax-report,374
statement-current,233
tax-defer,2005
tax-total,1763
total-tax,1101
tax-expens,3490
expens-report,258
reconcili,4020
statutori,5104
statutori-tax,913
effect-incom,633
tax-incom,3032
tax-effect,3233
tax-purpos,2605
expens-tax,941
recogn-tax,142
tax-free,225
free-reserv,263
reserv-tax,125
profit-tax,360
subsidiari-profit,177
rate-defer,113
effect-due,220
rate-chang,765
effect-tax,2460
submit,4116
declar,4350
provision,1450
subject,5602
tax-allow,247
loss-remain,104
author-subject,127
applic-tax,885
net-defer,1824
amount-charg,623
statement-effect,381
differ-net,763
prepay,3070
fin,507
liabil-present,138
accompani-balanc,287
subsidiari-tax,284
loss-carri,1864
profit-financi,505
receiv-provis,460
receiv-prepay,538
liabil-current,2319
tax-prior,119
provis-revers,355
receiv-inventori,1271
provis-current,652
receiv-receiv,1051
loan-current,365
impos,2845
share-weight,814
outstand-basic,226
potenti-exercis,101
option-weight,425
share-take,255
declar-dividend,435
dividend-final,206
dividend-interim,280
date-dividend,174
machineri,3839
furnitur,2893
fixtur,2241
writeoff,1692
minu,1497
entri,3342
write,3525
cost-accumul,1098
amort-net,369
addit-transfer,359
cost-minu,107
net-exchang,633
impair-net,369
balanc-adjust,109
adjust-cost,135
cost-open,104
impair-dispos,121
dispos-net,442
translat-net,158
depreci-impair,430
restrict,4505
lien,587
group-properti,602
pledg,3557
licenc,2142
group-goodwil,318
revalu,3952
gener-intang,374
cost-transfer,154
addit-acquisit,439
consult,4954
consult-group,300
chile,1084
sac,158
royal,1945
